n,10,100,1000,10000,25000
bubble,0,0,0,0,0
insert,0,0,0,0,0
selection,0,0,2.992,310.807,1905.878
std::sort,0,0,0,1.019,2.991
std::stable_sort,0,0,0,0,1.991
