n,10,100,1000,10000,25000
bubble,0,0,6.981,683.342,4289.097
insert,0,0,1.967,135.637,865.685
selection,0,0,2.992,301.37,1901.337
std::sort,0,0,0,0.994,3.989
std::stable_sort,0,0,0,0.998,3.986
